author,korean_name,matched_user,similarity,affiliations
Myung Geun Shin,신명근,신명근,1.0,"['BioMedical Sciences Graduate Program (BMSGP), Chonnam National University and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Myung Ha Yoon,윤명하,윤명하,1.0,"['Department of Anesthesiology and Pain Medicine, Medical School, Chonnam National University, Gwangju, Republic of Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju, Korea', 'BioMedical Sciences Graduate Program (BMSGP), Chonnam National University, Gwangju, Korea', 'Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Myung Ho Jeong,정명호,정명호,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Cardiovascular Center, Chonnam National University Hospital, Chonnam National University, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Korea', 'NO AFFILIATION LIST', 'Division of Cardiology, Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Heart Research Center of Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Hypertension Heart Failure Research Center, Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'Heart Research Center of Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Hypertension Heart Failure Research Center, Chonnam National University Hospital, Gwangju 61469, Republic of Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Regional Cardiocerebrovascular Center, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Republic of South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju 61469, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Republic of Korea', 'NO AFFILIATION LIST', 'Department of Cardiology, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Medical School, Hwasun 58128, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University School of Medicine, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Cardiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'The Heart Center of Chonnam National University Hospital, Gwangju', 'The Heart Research Center Designated by Korea Ministry of Health and Welfare, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School, Gwangju, Korea', 'Cardiovascular Center, Chonnam National University Hospital, Chonnam National University, Gwangju, Republic of Korea', 'Department of Cardiology, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiology, Chonnam National University Medical School']"
Myung-Geun Shin,신명근,신명근,1.0,"['Department of Laboratory Medicine, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea', 'Departments of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea', 'Brain Korea 21 Plus Project, Chonnam National University Medical School, Gwangju, Korea', 'Department of Laboratory Medicine, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Myung-Giun Noh,노명균,노명균,1.0,"['Departments of Pathology, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Department of Biomedical Science and Engineering, Gwangju Institute of Science and Technology (GIST), Gwangju 61005, Republic of Korea']"
Myung-Ha Yoon,윤명하,윤명하,1.0,"['Department of Anesthesiology and Pain Medicine, Chonnam National University Medical School, Gwangju 61469, Korea']"
Myung-Jin Sung,성명진,성명진,1.0,"['Department of Orthopaedic Surgery, Chonnam National University Hospital, Gwangju 61469, Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School, Gwangju 61469, Korea']"
Myung-Sun Kim,김명선,김명선,1.0,"['Department of Orthopaedic Surgery, College of Medicine, Chonnam National University, Gwangju 61469, Korea', 'Department of Orthopedic Surgery, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61469, South Korea', 'Department of Orthopedic Surgery, Chonnam National University Hospital, Chonnam National University College of Medicine, Gwangju, South Korea', 'Department of Orthopaedic Surgery, Chonnam National University Medical School & Hospital, Gwangju, Republic of Korea', 'Department of Orthopaedic Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, South Korea']"
Na Ru Kang,강나루,강나루,1.0,"['Department of Nursing, Chonnam National University Hospital, Gwangju, South Korea']"
Na-A Lee,이나아,이나아,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju 61469, South Korea']"
Na-Ri Kang,강나리,강주리,0.6666666666666666,"['Division of Endocrinology and Metabolism, Department of Internal Medicine, Chonnam National University Medical School, 8 Hak-Dong, Dong-Gu, Gwangju 501-757, Republic of Korea']"
Na-Yeong Kim,김나영,김나영,1.0,"['Department of Preventive and Public Health Dentistry, Chonnam National University School of Dentistry, Gwangju 61186, Korea']"
Naa Lee,이나아,이나아,1.0,"['Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Chonnam National University, Gwangju 61469, Korea', 'Division of Trauma, Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju- South Korea']"
Nacksung Kim,김낙성,김낙성,1.0,"['Department of Pharmacology, Chonnam National University Medical School, Gwangju 61469, Korea', 'Hard-Tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju 61186, Korea']"
Nah Ihm Kim,김나임,김나임,1.0,"['Department of Pathology, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Pathology, Chonnam National University Medical School, Gwangju, South Korea']"
Nakwon Choe,최낙원,최희원,0.6666666666666666,"['Basic Research Laboratory for Vascular Remodeling, Chonnam National University Medical School, Jeollanam-do, Republic of Korea', 'Department of Pharmacology, Chonnam National University Medical School, Jeollanam-do, Republic of Korea']"
Nam-Ho Kim,김남호,김남호,1.0,"['Research Institute of Medical Sciences, Chonnam National University Medical School, Gwangju 61469, Korea', 'Jeonbuk Regional Cardiocerebrovascular Center, Wonkwang University Hospital, Iksan, Korea', 'NO AFFILIATION LIST']"
NamKi Cho,조남기,조남웅,0.6666666666666666,"['College of Pharmacy, Chonnam National University, Gwangju, South Korea']"
Namki Cho,조남기,조남웅,0.6666666666666666,"['Chonnam National University, Gwangju 61186, Korea']"
Nu Ri Kim,김누리,김미리,0.6666666666666666,"['Department of Neurology, Gwangju-Jeonnam Regional Cerebrovascular Center, Chonnam National University Medical School, Chonnam National University Hospital, 42 Jebongro, Dong-gu, Gwangju 61469, Korea']"
Nuri Lee,이누리,이누리,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea']"
Oh Il Kwon,권오일,권영란,0.3333333333333333,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, Korea']"
Oh Jeong,정오,정오,1.0,"['Divsion of Gastroenterologic Surgery, Chonnam National University Hwasun Hospital, Hwasun', 'Department of Surgery, Chonnam National University Medical School, Gwangju, Korea', 'Department of Surgery, Chonnam National University Hwasun Hospital, Hwasun, Korea']"
Ok Su Kim,김옥수,김옥수,1.0,"['Department of Periodontology, Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, Korea']"
Ok-Su Kim,김옥수,김옥수,1.0,"['Department of Periodontology, School of Dentistry, Chonnam National University, 77, Yongbong-ro, Buk-gu, Gwangju 61186, Republic of Korea', 'Department of Periodontology, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Hard-tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Department of Periodontology, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea', 'Dental Science Research Institute, School of Dentistry, Chonnam National University, Gwangju, South Korea', 'Department of Periodontology, Dental Research Institute, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Hard-tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Department of Periodontology, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Hard-Tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea', 'Department of Periodontology, School of Dentistry, Dental Science Research Institute, Chonnam National University, Gwangju, Republic of Korea', 'Hard-Tissue Biointerface Research Center, School of Dentistry, Chonnam National University, Gwangju, Republic of Korea']"
